PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
166. Kris Letang,Dallas Stars,,UFA,30,D,,37,11,11,22,0,,-,-,-,-,-,,"$3,500,000","$3,500,000"
167. Matt Stajan,Columbus Blue Jackets,,UFA,33,C,,63,14,19,33,0,,-,-,-,-,-,,"$2,500,000","$3,500,000"
168. Niklas Hjalmarsson,Arizona Coyotes,,UFA,30,D,,81,4,22,26,0,,-,-,-,-,-,,"$3,500,000","$3,500,000"
169. Scottie Upshall,Dallas Stars,"M-NTC, NMC",UFA,33,LW,,76,15,22,37,0,,-,-,-,-,-,,"$3,500,000","$3,500,000"
170. Nick Schultz,San Jose Sharks,,UFA,34,D,,69,0,5,5,0,,-,-,-,-,-,,"$3,600,000","$3,500,000"
171. Matt Duchene,Edmonton Oilers,,UFA,26,"C, LW",,71,23,47,70,0,,-,-,-,-,-,,"$3,750,000","$3,500,000"
172. Matt Cullen,Florida Panthers,,UFA,40,"C, LW",,77,10,29,39,0,,-,-,-,-,-,,"$3,000,000","$3,500,000"
173. David Desharnais,New York Rangers,,UFA,30,C,,79,16,36,52,0,,-,-,-,-,-,,"$3,500,000","$3,500,000"
174. Devan Dubnyk,Vegas Golden Knights,,UFA,31,G,,34,-,-,-,-,-,0,0,0,0.00,.000,,"$3,750,000","$3,500,000"
175. Michael Ryder,New Jersey Devils,,UFA,37,RW,,82,18,16,34,0,,-,-,-,-,-,,"$3,500,000","$3,500,000"
176. Rob Scuderi,Toronto Maple Leafs,M-NTC,UFA,38,D,,53,0,4,4,0,,-,-,-,-,-,,"$4,000,000","$3,375,000"
177. Johnny Oduya,Colorado Avalanche,M-NTC,UFA,35,D,,77,3,13,16,0,,-,-,-,-,-,,"$3,300,000","$3,375,000"
178. Dave Bolland,San Jose Sharks,,UFA,31,C,,23,8,4,12,0,,-,-,-,-,-,,"$3,375,000","$3,375,000"
179. Johnny Boychuk,Nashville Predators,M-NTC,UFA,33,D,,75,5,18,23,0,,-,-,-,-,-,,"$3,400,000","$3,366,667"
180. Alexander Steen,Colorado Avalanche,,UFA,33,"LW, C",,68,33,29,62,0,,-,-,-,-,-,,"$3,566,667","$3,362,500"
181. Rene Bourque,St. Louis Blues,M-NTC,UFA,35,LW,,63,9,7,16,0,,-,-,-,-,-,,"$4,000,000","$3,333,333"
182. Dan Girardi,Minnesota Wild,,UFA,33,D,,81,5,19,24,0,,-,-,-,-,-,,"$3,400,000","$3,325,000"
183. Trevor Daley,Montreal Canadiens,M-NTC,UFA,33,D,,67,9,16,25,0,,-,-,-,-,-,,"$3,500,000","$3,300,000"
184. Josh Bailey,Buffalo Sabres,,UFA,27,"LW, RW",,77,8,30,38,0,,-,-,-,-,-,,"$2,200,000","$3,300,000"
185. Artem Anisimov,New York Islanders,,UFA,29,"C, LW",,81,22,17,39,0,,-,-,-,-,-,,"$2,750,000","$3,283,333"
186. Clarke MacArthur,Edmonton Oilers,NMC,UFA,32,LW,,79,24,31,55,0,,-,-,-,-,-,,"$3,250,000","$3,250,000"
187. Patrik Berglund,New York Islanders,,UFA,29,"C, LW",,78,14,18,32,0,,-,-,-,-,-,,"$3,250,000","$3,250,000"
188. Jan Hejda,Detroit Red Wings,,UFA,39,D,,78,6,11,17,0,,-,-,-,-,-,,"$3,250,000","$3,250,000"
189. Dennis Seidenberg,New York Islanders,M-NTC,UFA,36,D,,34,1,9,10,0,,-,-,-,-,-,,"$3,500,000","$3,250,000"
190. Jonathan Ericsson,Chicago Blackhawks,M-NTC,UFA,33,D,,48,1,10,11,0,,-,-,-,-,-,,"$3,250,000","$3,250,000"
191. Derick Brassard,Minnesota Wild,,UFA,29,C,,81,18,27,45,0,,-,-,-,-,-,,"$3,700,000","$3,200,000"
192. Craig Anderson,San Jose Sharks,,UFA,36,G,,53,-,-,-,-,-,0,0,0,0.00,.000,,"$3,500,000","$3,187,500"
193. Dustin Brown,Vancouver Canucks,,UFA,32,"RW, LW",,79,15,12,27,0,,-,-,-,-,-,,"$3,500,000","$3,175,000"
194. Carl Gunnarsson,Carolina Hurricanes,,UFA,30,D,,80,3,14,17,0,,-,-,-,-,-,,"$2,850,000","$3,150,000"
195. Matt Moulson,Winnipeg Jets,,UFA,33,LW,,75,23,28,51,0,,-,-,-,-,-,,"$3,900,000","$3,133,333"
196. Jared Cowen,Philadelphia Flyers,,UFA,26,D,,68,6,9,15,0,,-,-,-,-,-,,"$1,500,000","$3,100,000"
197. Martin Hanzal,Anaheim Ducks,,UFA,30,C,,65,15,25,40,0,,-,-,-,-,-,,"$2,750,000","$3,100,000"
198. Dainius Zubrus,Calgary Flames,NTC,UFA,39,LW,,82,13,13,26,0,,-,-,-,-,-,,"$3,100,000","$3,100,000"
199. Nick Foligno,Dallas Stars,,UFA,29,"LW, RW",,70,18,21,39,0,,-,-,-,-,-,,"$3,000,000","$3,083,333"
200. Derek Stepan,Washington Capitals,,UFA,27,C,,82,17,40,57,0,,-,-,-,-,-,,"$2,300,000","$3,075,000"
201. Marc Methot,Pittsburgh Penguins,,UFA,32,D,,75,6,17,23,0,,-,-,-,-,-,,"$3,250,000","$3,000,000"
202. Marek Zidlicky,Chicago Blackhawks,NTC,UFA,40,D,,81,12,30,42,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
203. Boyd Gordon,Vegas Golden Knights,,UFA,33,C,,74,8,13,21,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
204. Joel Ward,Calgary Flames,,UFA,36,RW,,82,24,25,49,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
205. Jussi Jokinen,Detroit Red Wings,,UFA,34,"LW, RW, C",,81,21,36,57,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
206. Radim Vrbata,Vancouver Canucks,M-NTC,UFA,36,RW,,80,20,31,51,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
207. Chris Kelly,Vancouver Canucks,NTC,UFA,36,"C, LW",,57,9,9,18,0,,-,-,-,-,-,,"$3,500,000","$3,000,000"
208. Michael Grabner,New Jersey Devils,,UFA,29,RW,,64,12,14,26,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
209. Mikhail Grabovski,Nashville Predators,,UFA,33,"C, RW",,58,13,22,35,0,,-,-,-,-,-,,"$3,000,000","$3,000,000"
210. Andy Greene,Colorado Avalanche,,UFA,34,D,,82,8,24,32,0,,-,-,-,-,-,,"$3,250,000","$3,000,000"
211. Matt Greene,Nashville Predators,,UFA,34,D,,38,2,4,6,0,,-,-,-,-,-,,"$3,250,000","$2,950,000"
212. Nazem Kadri,Toronto Maple Leafs,,UFA,26,C,,78,20,30,50,0,,-,-,-,-,-,,"$2,700,000","$2,900,000"
213. Jonathan Bernier,Montreal Canadiens,,UFA,28,G,,55,-,-,-,-,-,0,0,0,0.00,.000,,"$2,400,000","$2,900,000"
214. Logan Couture,Chicago Blackhawks,,UFA,28,"C, LW",,65,23,31,54,0,,-,-,-,-,-,,"$3,000,000","$2,875,000"
215. P.K. Subban,Ottawa Senators,,UFA,28,D,,82,10,43,53,0,,-,-,-,-,-,,"$3,750,000","$2,875,000"
216. Semyon Varlamov,Washington Capitals,,UFA,29,G,,63,-,-,-,-,-,0,0,0,0.00,.000,,"$3,000,000","$2,833,333"
217. Kyle Brodziak,Florida Panthers,,UFA,33,C,,81,8,16,24,0,,-,-,-,-,-,,"$3,000,000","$2,833,333"
218. Tyler Ennis,Tampa Bay Lightning,,UFA,27,"C, LW, RW",,80,21,22,43,0,,-,-,-,-,-,,"$3,062,500","$2,812,500"
219. Karl Alzner,Philadelphia Flyers,,UFA,28,D,,82,2,16,18,0,,-,-,-,-,-,,"$2,800,000","$2,800,000"
220. Kyle Okposo,Nashville Predators,,UFA,29,RW,,71,27,42,69,0,,-,-,-,-,-,,"$3,000,000","$2,800,000"
221. Nikolai Kulemin,Detroit Red Wings,,UFA,31,"LW, RW",,70,9,11,20,0,,-,-,-,-,-,,"$3,000,000","$2,800,000"
222. Andrej Sekera,Montreal Canadiens,,UFA,31,D,,74,11,33,44,0,,-,-,-,-,-,,"$1,750,000","$2,750,000"
223. Roman Polak,New York Islanders,,UFA,31,D,,72,4,9,13,0,,-,-,-,-,-,,"$3,100,000","$2,750,000"
224. Cal Clutterbuck,Winnipeg Jets,,UFA,29,RW,,73,12,7,19,0,,-,-,-,-,-,,"$2,000,000","$2,750,000"
225. Frans Nielsen,Arizona Coyotes,,UFA,33,C,,80,25,33,58,0,,-,-,-,-,-,,"$2,500,000","$2,750,000"
226. Nick Leddy,New Jersey Devils,,UFA,26,D,,82,7,24,31,0,,-,-,-,-,-,,"$2,000,000","$2,700,000"
227. Corey Crawford,Tampa Bay Lightning,,UFA,32,G,,59,-,-,-,-,-,0,0,0,0.00,.000,,"$2,500,000","$2,666,667"
228. Jared Spurgeon,St. Louis Blues,,UFA,27,D,,67,5,21,26,0,,-,-,-,-,-,,"$1,500,000","$2,666,667"
229. Steve Downie,Vancouver Canucks,,UFA,30,"RW, LW",,62,4,20,24,0,,-,-,-,-,-,,"$2,750,000","$2,650,000"
230. Mikkel Boedker,Ottawa Senators,,UFA,27,"LW, RW",,82,19,32,51,0,,-,-,-,-,-,,"$2,300,000","$2,550,000"
231. Michael Del Zotto,Pittsburgh Penguins,,UFA,27,D,,67,3,13,16,0,,-,-,-,-,-,,"$2,900,000","$2,550,000"
232. Lee Stempniak,Boston Bruins,,UFA,34,RW,,73,12,22,34,0,,-,-,-,-,-,,"$2,750,000","$2,500,000"
233. Dmitry Kulikov,Florida Panthers,,UFA,26,D,,81,8,11,19,0,,-,-,-,-,-,,"$3,000,000","$2,500,000"
234. Chris Higgins,Calgary Flames,M-NTC,UFA,34,LW,,78,17,22,39,0,,-,-,-,-,-,,"$2,500,000","$2,500,000"
235. Lauri Korpikoski,Edmonton Oilers,,UFA,30,"LW, RW",,64,9,16,25,0,,-,-,-,-,-,,"$2,000,000","$2,500,000"
236. Matt Cooke,Toronto Maple Leafs,M-NTC,UFA,38,LW,,82,10,18,28,0,,-,-,-,-,-,,"$1,500,000","$2,500,000"
237. Michal Neuvirth,Vancouver Canucks,,UFA,29,G,,15,-,-,-,-,-,0,0,0,0.00,.000,,"$2,400,000","$2,400,000"
238. Jakub Kindl,Winnipeg Jets,,UFA,30,D,,66,2,17,19,0,,-,-,-,-,-,,"$1,600,000","$2,400,000"
239. Andrew Cogliano,New Jersey Devils,,UFA,30,"LW, RW, C",,82,21,21,42,0,,-,-,-,-,-,,"$2,670,000","$2,390,000"
240. Tyler Kennedy,Tampa Bay Lightning,,UFA,31,C,,67,4,13,17,0,,-,-,-,-,-,,"$2,350,000","$2,350,000"
241. Michael Frolik,Boston Bruins,,UFA,29,"RW, C",,81,15,27,42,0,,-,-,-,-,-,,"$1,900,000","$2,333,333"
242. Ben Bishop,San Jose Sharks,,UFA,30,G,,63,-,-,-,-,-,0,0,0,0.00,.000,,"$2,200,000","$2,300,000"
243. Matt Niskanen,Los Angeles Kings,,UFA,30,D,,81,10,36,46,0,,-,-,-,-,-,,"$2,500,000","$2,300,000"
244. Jordan Leopold,Edmonton Oilers,M-NTC,UFA,36,D,,27,1,5,6,0,,-,-,-,-,-,,"$2,250,000","$2,250,000"
245. Carl Hagelin,Buffalo Sabres,,UFA,28,LW,,72,17,16,33,0,,-,-,-,-,-,,"$2,100,000","$2,250,000"
246. Greg Zanon,St. Louis Blues,,UFA,37,D,,0,0,0,0,0,,-,-,-,-,-,,"$2,250,000","$2,250,000"
247. Ryan Wilson,Carolina Hurricanes,,UFA,30,D,,28,0,6,6,0,,-,-,-,-,-,,"$2,375,000","$2,250,000"
248. Michal Rozsival,New York Rangers,NMC,UFA,38,D,,42,1,7,8,0,,-,-,-,-,-,,"$2,650,000","$2,200,000"
249. Luca Sbisa,Tampa Bay Lightning,,UFA,27,D,,30,1,5,6,0,,-,-,-,-,-,,"$2,600,000","$2,175,000"
250. TJ Brodie,Edmonton Oilers,,UFA,27,D,,81,4,27,31,0,,-,-,-,-,-,,"$1,750,000","$2,125,000"
251. Darren Helm,San Jose Sharks,,UFA,30,C,,42,12,8,20,0,,-,-,-,-,-,,"$1,750,000","$2,125,000"
252. Brandon Sutter,Anaheim Ducks,,UFA,28,C,,81,13,13,26,0,,-,-,-,-,-,,"$2,700,000","$2,066,667"
253. Patrick Wiercioch,St. Louis Blues,,UFA,26,D,,53,4,19,23,0,,-,-,-,-,-,,"$1,100,000","$2,000,000"
254. Jaromir Jagr,Vancouver Canucks,,UFA,45,RW,,82,24,43,67,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
255. Marcus Johansson,Montreal Canadiens,,UFA,26,"C, LW, RW",,80,8,36,44,0,,-,-,-,-,-,,"$1,825,000","$2,000,000"
256. Shane O'Brien,New York Rangers,,UFA,33,D,,45,0,3,3,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
257. Craig Smith,Columbus Blue Jackets,,UFA,27,"C, RW",,79,24,28,52,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
258. Cody Franson,Arizona Coyotes,,UFA,29,D,,79,5,28,33,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
259. Colin Wilson,Calgary Flames,,UFA,27,"C, LW",,81,11,22,33,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
260. Alexei Emelin,Nashville Predators,,UFA,31,D,,59,3,14,17,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
261. Ron Hainsey,Washington Capitals,,UFA,36,D,,82,4,11,15,0,,-,-,-,-,-,,"$2,000,000","$2,000,000"
262. John Erskine,New Jersey Devils,,UFA,37,D,,37,1,3,4,0,,-,-,-,-,-,,"$1,925,000","$1,962,500"
263. Chris Neil,Los Angeles Kings,M-NTC,UFA,38,RW,,76,8,6,14,0,,-,-,-,-,-,,"$2,100,000","$1,900,000"
264. Torrey Mitchell,Los Angeles Kings,,UFA,32,"C, RW",,67,2,8,10,0,,-,-,-,-,-,,"$2,100,000","$1,900,000"
265. Jordin Tootoo,Vegas Golden Knights,,UFA,34,RW,,11,0,1,1,0,,-,-,-,-,-,,"$2,000,000","$1,900,000"
266. Zack Smith,Winnipeg Jets,,UFA,29,C,,82,13,9,22,0,,-,-,-,-,-,,"$1,500,000","$1,887,500"
267. Matt Hendricks,Anaheim Ducks,,UFA,36,LW,,77,5,2,7,0,,-,-,-,-,-,,"$1,850,000","$1,850,000"
268. Braden Holtby,Buffalo Sabres,,UFA,27,G,,48,-,-,-,-,-,0,0,0,0.00,.000,,"$1,700,000","$1,850,000"
269. Adam Burish,Colorado Avalanche,,UFA,34,RW,,15,0,0,0,0,,-,-,-,-,-,,"$1,850,000","$1,850,000"
270. Daniel Winnik,Colorado Avalanche,,UFA,32,C,,76,6,24,30,0,,-,-,-,-,-,,"$1,800,000","$1,800,000"
271. James Reimer,Toronto Maple Leafs,,UFA,29,G,,36,-,-,-,-,-,0,0,0,0.00,.000,,"$1,600,000","$1,800,000"
272. Vernon Fiddler,Los Angeles Kings,,UFA,37,"C, LW",,76,6,17,23,0,,-,-,-,-,-,,"$1,800,000","$1,800,000"
273. Jamie McBain,Florida Panthers,,UFA,29,D,,69,6,11,17,0,,-,-,-,-,-,,"$1,900,000","$1,800,000"
274. Brian Elliott,Nashville Predators,,UFA,32,G,,31,-,-,-,-,-,0,0,0,0.00,.000,,"$1,900,000","$1,800,000"
275. Jarome Iginla,Toronto Maple Leafs,,UFA,40,RW,,78,30,31,61,0,,-,-,-,-,-,,"$1,800,000","$1,800,000"
276. Anders Lindback,Philadelphia Flyers,,UFA,29,G,,23,-,-,-,-,-,0,0,0,0.00,.000,,"$2,200,000","$1,800,000"
277. Justin Abdelkader,Columbus Blue Jackets,,UFA,30,"LW, RW",,70,10,18,28,0,,-,-,-,-,-,,"$1,550,000","$1,800,000"
278. Jeff Petry,Buffalo Sabres,,UFA,29,D,,80,7,10,17,0,,-,-,-,-,-,,"$1,800,000","$1,750,000"
279. Jason Chimera,Detroit Red Wings,,UFA,38,"LW, RW",,82,15,27,42,0,,-,-,-,-,-,,"$1,700,000","$1,750,000"
280. Shawn Matthias,Toronto Maple Leafs,,UFA,29,"C, LW",,77,12,11,23,0,,-,-,-,-,-,,"$1,650,000","$1,750,000"
281. Jamie McGinn,Calgary Flames,,UFA,28,"LW, RW",,79,19,19,38,0,,-,-,-,-,-,,"$1,850,000","$1,750,000"
282. Mark Stuart,Montreal Canadiens,,UFA,33,D,,69,2,11,13,0,,-,-,-,-,-,,"$1,800,000","$1,700,000"
283. Brian Boyle,Tampa Bay Lightning,,UFA,32,"C, LW",,82,6,12,18,0,,-,-,-,-,-,,"$1,800,000","$1,700,000"
284. Anton Stralman,Tampa Bay Lightning,,UFA,30,D,,81,1,12,13,0,,-,-,-,-,-,,"$1,800,000","$1,700,000"
285. Chris Butler,Vancouver Canucks,,UFA,30,D,,82,2,14,16,0,,-,-,-,-,-,,"$1,700,000","$1,700,000"
286. Mike Weber,Colorado Avalanche,,UFA,29,D,,68,1,8,9,0,,-,-,-,-,-,,"$1,500,000","$1,666,667"
287. Ray Emery,Edmonton Oilers,,UFA,34,G,,28,-,-,-,-,-,0,0,0,0.00,.000,,"$1,650,000","$1,650,000"
288. Derek Dorsett,Pittsburgh Penguins,,UFA,30,RW,,51,4,4,8,0,,-,-,-,-,-,,"$1,400,000","$1,633,333"
289. Nate Thompson,Edmonton Oilers,,UFA,32,C,,81,9,7,16,0,,-,-,-,-,-,,"$1,500,000","$1,600,000"
290. Jiri Tlusty,Winnipeg Jets,,UFA,29,C,,68,16,14,30,0,,-,-,-,-,-,,"$1,700,000","$1,600,000"
291. Matt Hunwick,New York Rangers,,UFA,32,D,,1,0,0,0,0,,-,-,-,-,-,,"$1,600,000","$1,600,000"
292. Adam McQuaid,Tampa Bay Lightning,,UFA,30,D,,30,1,5,6,0,,-,-,-,-,-,,"$1,500,000","$1,566,667"
293. Jay Harrison,Vegas Golden Knights,,UFA,34,D,,68,4,11,15,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
294. Jason Demers,Calgary Flames,,UFA,29,D,,75,5,29,34,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
295. Mikael Backlund,Calgary Flames,,UFA,28,C,,76,18,21,39,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
296. Kris Russell,Calgary Flames,,UFA,30,D,,68,7,22,29,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
297. Eric Fehr,Carolina Hurricanes,,UFA,31,"C, RW",,73,13,18,31,0,,-,-,-,-,-,,"$1,400,000","$1,500,000"
298. Christopher Tanev,Ottawa Senators,,UFA,27,D,,64,6,11,17,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
299. Steve Mason,Calgary Flames,,UFA,29,G,,61,-,-,-,-,-,0,0,0,0.00,.000,,"$1,500,000","$1,500,000"
300. Jay McClement,Los Angeles Kings,,UFA,34,C,,81,4,6,10,0,,-,-,-,-,-,,"$1,500,000","$1,500,000"
301. Kyle Palmieri,Carolina Hurricanes,,UFA,26,"RW, LW",,71,14,17,31,0,,-,-,-,-,-,,"$1,350,000","$1,466,667"
302. Peter Budaj,Toronto Maple Leafs,,UFA,34,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$1,400,000","$1,400,000"
303. Matt Beleskey,Washington Capitals,,UFA,29,LW,,55,9,15,24,0,,-,-,-,-,-,,"$1,300,000","$1,350,000"
304. Jannik Hansen,Vegas Golden Knights,,UFA,31,RW,,71,11,9,20,0,,-,-,-,-,-,,"$1,100,000","$1,350,000"
305. Drew Miller,Winnipeg Jets,,UFA,33,"LW, RW",,82,7,8,15,0,,-,-,-,-,-,,"$1,350,000","$1,350,000"
306. Trevor Lewis,Arizona Coyotes,,UFA,30,"C, RW, LW",,73,6,5,11,0,,-,-,-,-,-,,"$1,325,000","$1,325,000"
307. Mark Fayne,Chicago Blackhawks,,UFA,30,D,,72,4,7,11,0,,-,-,-,-,-,,"$1,400,000","$1,300,000"
308. Benoit Pouliot,Florida Panthers,,UFA,30,LW,,80,15,21,36,0,,-,-,-,-,-,,"$1,300,000","$1,300,000"
309. Vladimir Sobotka,Philadelphia Flyers,,UFA,30,LW,,61,9,24,33,0,,-,-,-,-,-,,"$1,400,000","$1,300,000"
310. Marcus Kruger,San Jose Sharks,,UFA,27,C,,81,8,20,28,0,,-,-,-,-,-,,"$1,250,000","$1,287,500"
311. Mark Fraser,Buffalo Sabres,,UFA,30,D,,42,1,1,2,0,,-,-,-,-,-,,"$1,275,000","$1,275,000"
312. Brendan Smith,Colorado Avalanche,,UFA,28,D,,71,5,14,19,0,,-,-,-,-,-,,"$1,250,000","$1,262,500"
313. Erik Condra,Colorado Avalanche,,UFA,30,RW,,76,6,10,16,0,,-,-,-,-,-,,"$1,200,000","$1,250,000"
314. Mark Letestu,Columbus Blue Jackets,,UFA,32,"C, RW",,82,12,22,34,0,,-,-,-,-,-,,"$1,200,000","$1,250,000"
315. Justin Braun,Montreal Canadiens,,UFA,30,D,,82,4,13,17,0,,-,-,-,-,-,,"$1,250,000","$1,250,000"
316. Patrick Eaves,Buffalo Sabres,,UFA,33,"RW, LW",,30,2,3,5,0,,-,-,-,-,-,,"$1,200,000","$1,200,000"
317. Magnus Paajarvi,Carolina Hurricanes,,UFA,26,LW,,55,6,6,12,0,,-,-,-,-,-,,"$1,000,000","$1,200,000"
318. Jacob Markstrom,Calgary Flames,,UFA,27,G,,16,-,-,-,-,-,0,0,0,0.00,.000,,"$1,000,000","$1,200,000"
319. David Schlemko,Buffalo Sabres,,UFA,30,D,,48,1,8,9,0,,-,-,-,-,-,,"$1,100,000","$1,187,500"
320. B.J. Crombeen,Colorado Avalanche,,UFA,32,RW,,55,3,7,10,0,,-,-,-,-,-,,"$1,150,000","$1,150,000"
321. Mats Zuccarello,Minnesota Wild,,UFA,29,"RW, LW",,77,19,40,59,0,,-,-,-,-,-,,"$1,150,000","$1,150,000"
322. Cam Atkinson,Edmonton Oilers,,UFA,28,RW,,79,21,19,40,0,,-,-,-,-,-,,"$1,125,000","$1,150,000"
323. Brad Richardson,Detroit Red Wings,,UFA,32,RW,,73,11,12,23,0,,-,-,-,-,-,,"$1,150,000","$1,150,000"
324. Michael Stone,Arizona Coyotes,,UFA,27,D,,70,8,13,21,0,,-,-,-,-,-,,"$800,000","$1,150,000"
325. Cody McLeod,Arizona Coyotes,,UFA,33,"LW, RW",,71,5,8,13,0,,-,-,-,-,-,,"$1,150,000","$1,150,000"
326. Lars Eller,Boston Bruins,,UFA,28,"C, LW, RW",,77,12,14,26,0,,-,-,-,-,-,,"$1,150,000","$1,150,000"
327. Ben Lovejoy,Pittsburgh Penguins,,UFA,33,D,,78,5,13,18,0,,-,-,-,-,-,,"$1,000,000","$1,100,000"
328. Tanner Glass,Buffalo Sabres,,UFA,33,LW,,67,4,9,13,0,,-,-,-,-,-,,"$1,100,000","$1,100,000"
329. Alec Martinez,Montreal Canadiens,,UFA,30,D,,61,11,11,22,0,,-,-,-,-,-,,"$1,100,000","$1,100,000"
330. John Mitchell,Calgary Flames,,UFA,32,C,,75,11,21,32,0,,-,-,-,-,-,,"$1,100,000","$1,100,000"
331. Kyle Clifford,New York Islanders,,UFA,26,LW,,71,3,5,8,0,,-,-,-,-,-,,"$950,000","$1,075,000"
332. Clayton Stoner,Pittsburgh Penguins,,UFA,32,D,,63,1,4,5,0,,-,-,-,-,-,,"$1,100,000","$1,050,000"
333. Mathieu Perreault,New York Islanders,,UFA,29,"C, LW",,69,18,25,43,0,,-,-,-,-,-,,"$1,100,000","$1,050,000"
334. Jared Boll,Detroit Red Wings,,UFA,31,RW,,28,1,1,2,0,,-,-,-,-,-,,"$1,150,000","$1,050,000"
